Date,Branch ID,Employee ID,Daily Customers,Sim Cards,Spoiled Cards,Cards Activated,Cards Topped Up,Apps,Apps Transacted,Customer Satisfaction
18-02-23,B008,B008_E005,38,15,0,12,6,3,1,3.1
18-02-23,B008,B008_E006,52,6,0,3,1,6,0,3.8
18-02-23,B008,B008_E007,53,6,0,4,1,5,2,3.3
18-02-23,B008,B008_E008,74,14,0,9,5,3,0,3.8
18-02-23,B008,B008_E009,32,15,0,9,3,7,0,3.3
18-02-23,B008,B008_E010,48,5,0,3,1,4,1,3.2
18-02-23,B009,B009_E001,104,16,0,13,5,6,2,3.6
18-02-23,B009,B009_E002,100,23,0,18,9,2,0,3
18-02-23,B009,B009_E003,75,24,0,17,6,4,0,3.4
18-02-23,B009,B009_E004,106,17,0,13,8,4,0,3.5
18-02-23,B009,B009_E005,98,14,0,9,4,4,1,2.6
18-02-23,B009,B009_E006,68,9,0,5,2,5,2,2.8
18-02-23,B009,B009_E007,80,18,0,10,5,2,0,2.9
18-02-23,B009,B009_E008,57,20,0,12,6,2,0,3.6
18-02-23,B009,B009_E009,66,21,0,17,6,4,1,2.8
18-02-23,B009,B009_E010,87,31,0,18,11,5,1,3
18-02-23,B010,B010_E001,86,11,0,6,3,1,0,4.8
18-02-23,B010,B010_E002,69,23,0,15,7,1,0,4.4
18-02-23,B010,B010_E003,72,17,0,10,6,2,0,4.5
18-02-23,B010,B010_E004,43,24,0,20,12,1,0,5
18-02-23,B010,B010_E005,65,20,0,16,9,1,0,4.5
18-02-23,B010,B010_E006,63,8,0,5,2,2,0,4.9
18-02-23,B010,B010_E007,43,14,0,11,5,2,0,4.8
18-02-23,B010,B010_E008,34,9,0,7,3,1,0,5
18-02-23,B010,B010_E009,58,18,0,12,6,1,0,5
18-02-23,B010,B010_E010,68,8,0,6,2,2,0,5
18-02-23,B011,B011_E001,57,33,0,19,7,3,0,3
18-02-23,B011,B011_E002,66,13,0,7,2,3,1,3.2
18-02-23,B011,B011_E003,64,31,0,22,11,2,0,3.1
18-02-23,B011,B011_E004,95,13,0,7,3,1,0,3.5
18-02-23,B011,B011_E005,74,21,0,15,9,2,0,3.4
18-02-23,B011,B011_E006,107,27,0,20,8,3,0,3.1
18-02-23,B011,B011_E007,67,12,0,9,4,4,0,3.8
18-02-23,B011,B011_E008,73,36,0,30,13,4,1,2.9
18-02-23,B011,B011_E009,71,11,0,8,4,1,0,3.7
18-02-23,B011,B011_E010,56,36,0,23,10,1,0,3.6
18-02-23,B012,B012_E001,55,15,0,11,6,1,0,3.1
18-02-23,B012,B012_E002,50,11,0,6,3,0,0,3
18-02-23,B012,B012_E003,29,14,0,8,3,1,0,3.1
18-02-23,B012,B012_E004,56,9,0,6,2,0,0,3.1
18-02-23,B012,B012_E005,69,6,0,4,1,1,0,3.6
18-02-23,B012,B012_E006,68,15,0,9,3,1,0,3.4
18-02-23,B012,B012_E007,57,8,0,5,2,0,0,3.4
18-02-23,B012,B012_E008,46,9,0,7,3,0,0,3.6
18-02-23,B012,B012_E009,52,11,0,8,3,1,0,2.9
18-02-23,B012,B012_E010,47,14,0,11,5,1,0,3.7
18-02-23,B013,B013_E001,93,10,0,7,3,5,1,4.3
18-02-23,B013,B013_E002,84,16,0,11,4,2,0,3.5
18-02-23,B013,B013_E003,85,12,0,7,2,6,2,4.2
18-02-23,B013,B013_E004,74,5,0,3,1,4,0,4
18-02-23,B013,B013_E005,91,5,0,3,1,5,2,4.3
18-02-23,B013,B013_E006,83,15,0,9,5,6,3,3.6
18-02-23,B013,B013_E007,71,19,0,13,7,6,1,4.1
18-02-23,B013,B013_E008,46,16,0,13,6,2,0,3.6
18-02-23,B013,B013_E009,63,10,0,6,3,5,1,4.5
18-02-23,B013,B013_E010,72,12,0,9,3,4,1,3.9
18-02-23,B014,B014_E001,36,7,0,5,2,2,0,3.2
18-02-23,B014,B014_E002,51,6,0,4,1,5,2,3.1
18-02-23,B014,B014_E003,45,3,0,1,0,5,2,3.5
18-02-23,B014,B014_E004,58,12,0,8,4,3,1,3.6
18-02-23,B014,B014_E005,47,4,0,2,0,5,1,3.5
18-02-23,B014,B014_E006,57,11,0,7,2,4,0,3.2
18-02-23,B014,B014_E007,55,4,0,2,0,2,0,3.8
18-02-23,B014,B014_E008,63,3,0,1,0,5,0,3.1
18-02-23,B014,B014_E009,40,10,0,6,3,4,0,3
18-02-23,B014,B014_E010,41,3,0,1,0,3,0,3.9
18-02-23,B015,B015_E001,84,21,0,15,8,4,1,4.4
18-02-23,B015,B015_E002,77,5,0,3,1,2,0,4.4
18-02-23,B015,B015_E003,50,11,0,6,3,5,1,4.3
18-02-23,B015,B015_E004,39,8,0,5,2,6,3,3.6
18-02-23,B015,B015_E005,45,18,0,12,4,4,0,3.8
18-02-23,B015,B015_E006,83,5,0,3,1,5,0,3.8
18-02-23,B015,B015_E007,54,20,0,16,6,2,0,3.6
18-02-23,B015,B015_E008,42,7,0,4,1,3,1,4.3
18-02-23,B015,B015_E009,55,19,0,11,6,4,0,4.1
18-02-23,B015,B015_E010,62,15,0,10,4,6,0,3.7
18-02-23,B016,B016_E001,87,22,0,13,6,4,0,4.2
18-02-23,B016,B016_E002,48,21,0,16,7,4,1,4.3
18-02-23,B016,B016_E003,77,22,0,17,10,8,3,4.4
18-02-23,B016,B016_E004,81,17,0,11,5,6,2,4.3
18-02-23,B016,B016_E005,42,13,0,7,3,7,0,4.3
18-02-23,B016,B016_E006,45,9,0,5,2,4,0,4.5
18-02-23,B016,B016_E007,56,20,0,13,8,7,0,3.8
18-02-23,B016,B016_E008,61,13,0,9,4,4,1,4.1
18-02-23,B016,B016_E009,80,13,0,9,3,3,0,3.7
18-02-23,B016,B016_E010,44,21,0,12,4,5,1,4.1
18-02-23,B017,B017_E001,36,2,0,1,0,0,0,5
18-02-23,B017,B017_E002,34,2,0,1,0,0,0,4.6
18-02-23,B017,B017_E003,58,6,0,4,1,0,0,4.6
18-02-23,B017,B017_E004,55,7,0,4,1,1,0,5
18-02-23,B017,B017_E005,27,2,0,1,0,1,0,5
18-02-23,B017,B017_E006,45,3,0,1,0,1,0,4.8
18-02-23,B017,B017_E007,56,5,0,3,1,1,0,4.5
18-02-23,B017,B017_E008,45,2,0,1,0,0,0,4.6
18-02-23,B017,B017_E009,30,2,0,1,0,1,0,4.7
18-02-23,B017,B017_E010,37,6,0,3,1,1,0,5
18-02-23,B018,B018_E001,30,6,0,4,1,2,0,3.3
18-02-23,B018,B018_E002,27,7,0,4,1,3,1,3.7
18-02-23,B018,B018_E003,48,9,0,6,3,1,0,4
18-02-23,B018,B018_E004,49,15,0,9,4,3,1,3.7
18-02-23,B018,B018_E005,26,7,0,4,1,2,0,3.8
18-02-23,B018,B018_E006,27,6,0,4,1,1,0,3.4
18-02-23,B018,B018_E007,40,4,0,2,0,1,0,3.9
18-02-23,B018,B018_E008,53,7,0,4,1,1,0,3.4
18-02-23,B018,B018_E009,50,10,0,8,4,3,0,3.8
18-02-23,B018,B018_E010,57,13,0,9,5,1,0,3.8
18-02-23,B019,B019_E001,58,6,0,4,1,2,0,4.9
18-02-23,B019,B019_E002,58,19,0,14,8,5,1,4.3
18-02-23,B019,B019_E003,55,17,0,14,7,2,0,4.2
18-02-23,B019,B019_E004,35,7,0,5,2,3,1,4.9
18-02-23,B019,B019_E005,59,7,0,4,1,2,0,4.8
18-02-23,B019,B019_E006,63,7,0,5,2,3,1,4.3
18-02-23,B019,B019_E007,65,19,0,11,5,3,0,4.4
18-02-23,B019,B019_E008,38,5,0,3,1,3,1,4.3
18-02-23,B019,B019_E009,41,16,0,12,7,3,0,5
18-02-23,B019,B019_E010,56,15,0,10,4,5,0,4.8
18-02-23,B020,B020_E001,69,18,0,13,6,2,0,4.3
18-02-23,B020,B020_E002,31,19,0,16,7,3,0,4.1
18-02-23,B020,B020_E003,57,14,0,10,4,3,0,4.3
18-02-23,B020,B020_E004,48,5,0,3,1,2,0,4
18-02-23,B020,B020_E005,39,12,0,9,3,2,0,3.6
18-02-23,B020,B020_E006,68,14,0,10,6,3,0,3.8
18-02-23,B020,B020_E007,39,8,0,5,2,2,0,3.5
18-02-23,B020,B020_E008,29,12,0,7,2,3,1,3.6
18-02-23,B020,B020_E009,69,7,0,5,2,3,0,3.8
18-02-23,B020,B020_E010,63,11,0,6,3,3,1,3.8
18-02-23,B021,B021_E001,36,3,0,1,0,3,1,3.1
18-02-23,B021,B021_E002,26,3,0,1,0,3,1,3.8
18-02-23,B021,B021_E003,38,8,0,5,2,2,0,3
18-02-23,B021,B021_E004,29,9,0,5,2,3,1,3.3
18-02-23,B021,B021_E005,50,5,0,3,1,2,0,3.7
18-02-23,B021,B021_E006,38,5,0,3,1,1,0,3.3
18-02-23,B021,B021_E007,23,3,0,1,0,3,0,3.5
18-02-23,B021,B021_E008,31,7,0,5,2,3,0,3.1
18-02-23,B021,B021_E009,31,2,0,1,0,1,0,3.5
18-02-23,B021,B021_E010,47,4,0,2,0,1,0,3.3
18-02-23,B022,B022_E001,59,24,0,18,10,5,0,5
18-02-23,B022,B022_E002,59,17,0,10,4,7,3,4.9
18-02-23,B022,B022_E003,73,12,0,7,3,7,2,4.5
18-02-23,B022,B022_E004,71,23,0,15,7,3,0,4.7
18-02-23,B022,B022_E005,96,23,0,15,6,6,1,5
18-02-23,B022,B022_E006,78,21,0,14,6,7,0,4.5
18-02-23,B022,B022_E007,93,10,0,8,4,6,0,4.6
18-02-23,B022,B022_E008,66,16,0,13,5,3,1,4.3
18-02-23,B022,B022_E009,44,16,0,13,5,4,1,5
18-02-23,B022,B022_E010,66,11,0,6,3,6,0,4.7
18-02-23,B023,B023_E001,57,19,0,11,5,6,3,3.8
18-02-23,B023,B023_E002,78,13,0,10,6,5,0,3.5
18-02-23,B023,B023_E003,81,19,0,16,8,6,1,3.2
18-02-23,B023,B023_E004,42,9,0,6,3,5,1,3.2
18-02-23,B023,B023_E005,51,16,0,10,5,4,0,3.5
18-02-23,B023,B023_E006,66,12,0,9,4,3,1,3.6
18-02-23,B023,B023_E007,41,7,0,4,1,5,2,3.3
18-02-23,B023,B023_E008,65,8,0,5,2,8,2,3.1
18-02-23,B023,B023_E009,68,10,0,6,2,5,1,3
18-02-23,B023,B023_E010,89,18,0,13,8,3,1,3
18-02-23,B024,B024_E001,87,16,0,12,6,6,1,3.9
18-02-23,B024,B024_E002,87,20,0,14,5,3,0,4.1
18-02-23,B024,B024_E003,46,10,0,8,3,5,1,4.2
18-02-23,B024,B024_E004,110,17,0,10,6,5,2,4
18-02-23,B024,B024_E005,60,12,0,7,3,4,1,4.5
18-02-23,B024,B024_E006,88,8,0,5,2,5,1,4
18-02-23,B024,B024_E007,86,7,0,4,1,6,1,3.6
18-02-23,B024,B024_E008,44,12,0,8,3,6,2,4.4
18-02-23,B024,B024_E009,51,13,0,9,3,3,0,3.9
18-02-23,B024,B024_E010,51,14,0,8,3,5,0,4
18-02-23,B025,B025_E001,43,7,0,5,2,4,0,3.8
18-02-23,B025,B025_E002,76,19,0,13,5,8,4,3.5
18-02-23,B025,B025_E003,77,9,0,5,2,3,0,3.4
18-02-23,B025,B025_E004,36,16,0,13,5,6,3,3.6
18-02-23,B025,B025_E005,67,15,0,12,4,5,1,3.4
18-02-23,B025,B025_E006,50,9,0,6,2,4,1,3.2
18-02-23,B025,B025_E007,55,7,0,4,1,5,1,3.4
18-02-23,B025,B025_E008,40,17,0,13,7,7,1,3.3
18-02-23,B025,B025_E009,60,17,0,14,7,6,3,3.9
18-02-23,B025,B025_E010,81,13,0,9,3,7,2,3.5
19-02-23,B001,B001_E001,32,10,0,6,2,3,0,3.8
19-02-23,B001,B001_E002,39,9,0,7,2,5,1,3.4
19-02-23,B001,B001_E003,41,11,0,6,3,4,0,3.6
19-02-23,B001,B001_E004,72,12,0,8,3,3,1,4
19-02-23,B001,B001_E005,32,12,0,8,3,3,0,3.8
19-02-23,B001,B001_E006,52,7,0,5,2,2,0,3.7
19-02-23,B001,B001_E007,39,6,0,3,1,3,1,4
19-02-23,B001,B001_E008,52,3,0,1,0,3,1,3.9
19-02-23,B001,B001_E009,53,3,0,1,0,2,0,3.1
19-02-23,B001,B001_E010,45,10,0,7,3,2,0,3.2
19-02-23,B002,B002_E001,75,11,0,7,2,3,1,4.4
19-02-23,B002,B002_E002,98,13,0,10,5,5,2,3.5
19-02-23,B002,B002_E003,44,26,0,20,12,3,0,3.5
19-02-23,B002,B002_E004,42,26,0,15,8,6,0,4
19-02-23,B002,B002_E005,94,11,0,8,4,3,0,3.4
19-02-23,B002,B002_E006,95,20,0,17,10,4,1,3.5
19-02-23,B002,B002_E007,87,24,0,18,11,5,0,4.2
19-02-23,B002,B002_E008,89,15,0,9,3,6,3,3.9
19-02-23,B002,B002_E009,68,11,0,8,3,3,1,4
19-02-23,B002,B002_E010,61,7,0,4,1,3,0,3.9
19-02-23,B003,B003_E001,37,15,0,10,5,3,1,5
19-02-23,B003,B003_E002,50,15,0,10,4,7,1,4.9
19-02-23,B003,B003_E003,68,15,0,11,6,2,0,4.4
19-02-23,B003,B003_E004,75,8,0,6,2,4,1,4.8
19-02-23,B003,B003_E005,39,9,0,5,2,2,0,4
19-02-23,B003,B003_E006,61,4,0,2,0,2,0,4.4
19-02-23,B003,B003_E007,42,15,0,9,3,2,0,4.7
19-02-23,B003,B003_E008,53,9,0,7,3,4,1,4
19-02-23,B003,B003_E009,63,9,0,6,3,3,0,4.2
19-02-23,B003,B003_E010,75,6,0,4,1,3,0,4.6
19-02-23,B004,B004_E001,97,9,0,7,3,3,1,4.1
19-02-23,B004,B004_E002,70,6,0,4,1,3,1,4
19-02-23,B004,B004_E003,72,5,0,3,1,2,0,4.3
19-02-23,B004,B004_E004,94,18,0,14,7,3,1,3.7
19-02-23,B004,B004_E005,110,15,0,10,4,3,1,4.1
19-02-23,B004,B004_E006,76,11,0,6,3,2,0,4.5
19-02-23,B004,B004_E007,104,16,0,9,4,1,0,4.3
19-02-23,B004,B004_E008,81,14,0,8,4,1,0,4.7
19-02-23,B004,B004_E009,107,12,0,8,4,2,0,3.8
19-02-23,B004,B004_E010,96,11,0,7,3,2,0,4.4
19-02-23,B005,B005_E001,35,11,0,6,2,3,0,2.9
19-02-23,B005,B005_E002,57,14,0,9,4,2,0,3.7
19-02-23,B005,B005_E003,31,8,0,4,1,1,0,3.3
19-02-23,B005,B005_E004,24,11,0,7,3,3,1,3.6
19-02-23,B005,B005_E005,25,14,0,11,5,3,0,3.2
19-02-23,B005,B005_E006,51,13,0,8,3,4,1,3.2
19-02-23,B005,B005_E007,39,13,0,8,3,3,1,3.4
19-02-23,B005,B005_E008,39,10,0,6,2,2,0,3.3
19-02-23,B005,B005_E009,36,14,0,8,3,3,1,2.9
19-02-23,B005,B005_E010,33,6,0,4,1,1,0,3.5
19-02-23,B006,B006_E001,94,24,0,16,8,4,0,3.6
19-02-23,B006,B006_E002,62,23,0,15,9,2,0,3.4
19-02-23,B006,B006_E003,68,12,0,7,3,7,0,3.6
19-02-23,B006,B006_E004,68,23,0,13,5,3,1,3.5
19-02-23,B006,B006_E005,41,11,0,8,3,3,0,3.3
19-02-23,B006,B006_E006,81,20,0,13,5,5,0,3.9
19-02-23,B006,B006_E007,59,25,0,18,9,3,1,3.3
19-02-23,B006,B006_E008,77,15,0,11,6,4,0,3.3
19-02-23,B006,B006_E009,89,8,0,5,2,3,0,3.3
19-02-23,B006,B006_E010,93,10,0,8,4,7,1,3.4
19-02-23,B007,B007_E001,96,13,0,9,3,6,3,4
19-02-23,B007,B007_E002,54,17,0,11,4,5,0,3.9
19-02-23,B007,B007_E003,55,17,0,14,6,10,6,4.2
19-02-23,B007,B007_E004,98,5,0,3,1,11,0,4.2
19-02-23,B007,B007_E005,67,11,0,7,3,11,3,4.2
19-02-23,B007,B007_E006,57,10,0,7,2,7,2,4.4
19-02-23,B007,B007_E007,113,9,0,7,2,11,5,4.5
19-02-23,B007,B007_E008,105,9,0,6,3,4,1,4.5
19-02-23,B007,B007_E009,113,8,0,5,2,9,3,4.3
19-02-23,B007,B007_E010,57,17,0,14,5,5,0,4.1
19-02-23,B008,B008_E001,64,6,0,3,1,2,0,4.5
19-02-23,B008,B008_E002,48,9,0,6,2,1,0,4.1
19-02-23,B008,B008_E003,67,3,0,1,0,1,0,4.1
19-02-23,B008,B008_E004,67,4,0,2,0,2,0,4.1
19-02-23,B008,B008_E005,81,5,0,3,1,4,0,4.3
19-02-23,B008,B008_E006,34,4,0,2,0,2,0,4.3
19-02-23,B008,B008_E007,45,7,0,4,1,3,1,4.7
19-02-23,B008,B008_E008,81,11,0,6,3,3,1,4.4
19-02-23,B008,B008_E009,38,8,0,6,2,4,1,4.3
19-02-23,B008,B008_E010,62,7,0,4,1,2,0,4
19-02-23,B009,B009_E001,60,6,0,4,1,4,0,3.8
19-02-23,B009,B009_E002,72,9,0,6,3,3,1,3.5
19-02-23,B009,B009_E003,46,5,0,3,1,3,0,4
19-02-23,B009,B009_E004,68,14,0,11,5,5,2,3.9
19-02-23,B009,B009_E005,42,15,0,12,6,4,1,3.5
19-02-23,B009,B009_E006,62,7,0,5,2,5,0,3.9
19-02-23,B009,B009_E007,43,19,0,13,5,3,0,4.2
19-02-23,B009,B009_E008,41,18,0,12,7,4,1,4.3
19-02-23,B009,B009_E009,38,6,0,4,1,3,0,4.1
19-02-23,B009,B009_E010,50,5,0,3,1,2,0,3.4
19-02-23,B010,B010_E001,46,11,0,8,4,1,0,3.4
19-02-23,B010,B010_E002,45,8,0,5,2,1,0,4
19-02-23,B010,B010_E003,35,3,0,1,0,3,1,3.5
19-02-23,B010,B010_E004,51,12,0,9,4,3,1,3.6
19-02-23,B010,B010_E005,53,9,0,6,2,2,0,3.7
19-02-23,B010,B010_E006,46,10,0,6,2,2,0,3.6
19-02-23,B010,B010_E007,24,9,0,5,2,2,0,3.2
19-02-23,B010,B010_E008,35,12,0,8,3,2,0,3.6
19-02-23,B010,B010_E009,54,12,0,7,3,3,1,3.4
19-02-23,B010,B010_E010,25,9,0,6,3,4,0,3.4
19-02-23,B011,B011_E001,92,9,0,6,3,4,0,4.5
19-02-23,B011,B011_E002,60,21,0,13,6,5,1,4.5
19-02-23,B011,B011_E003,68,29,0,18,10,5,2,3.8
19-02-23,B011,B011_E004,87,17,0,10,4,7,2,4.4
19-02-23,B011,B011_E005,50,15,0,9,3,6,0,4.6
19-02-23,B011,B011_E006,110,13,0,9,5,4,1,4.5
19-02-23,B011,B011_E007,56,9,0,6,2,6,0,4.3
19-02-23,B011,B011_E008,92,13,0,8,3,4,1,3.9
19-02-23,B011,B011_E009,50,19,0,12,5,6,1,4.3
19-02-23,B011,B011_E010,85,22,0,15,6,7,0,3.9
19-02-23,B012,B012_E001,59,22,0,14,5,4,1,4.5
19-02-23,B012,B012_E002,60,9,0,7,2,8,3,5
19-02-23,B012,B012_E003,92,11,0,8,4,5,2,4.4
19-02-23,B012,B012_E004,40,17,0,10,5,6,0,4.9
19-02-23,B012,B012_E005,48,9,0,6,2,4,1,4.5
19-02-23,B012,B012_E006,96,15,0,9,5,5,0,4.9
19-02-23,B012,B012_E007,48,13,0,9,4,4,0,4.2
19-02-23,B012,B012_E008,68,20,0,17,8,5,2,4.3
19-02-23,B012,B012_E009,45,15,0,11,6,8,3,4.5
19-02-23,B012,B012_E010,61,17,0,14,5,5,0,4.3
19-02-23,B013,B013_E001,45,12,0,9,5,2,0,4.7
19-02-23,B013,B013_E002,43,4,0,2,0,3,1,4.9
19-02-23,B013,B013_E003,53,11,0,8,3,3,1,5
19-02-23,B013,B013_E004,43,14,0,10,4,2,0,5
19-02-23,B013,B013_E005,35,10,0,6,3,1,0,4.9
19-02-23,B013,B013_E006,36,15,0,10,6,4,0,4.6
19-02-23,B013,B013_E007,30,5,0,3,1,1,0,4.7
19-02-23,B013,B013_E008,63,5,0,3,1,1,0,4.8
19-02-23,B013,B013_E009,28,16,0,12,6,1,0,5
19-02-23,B013,B013_E010,62,13,0,10,4,1,0,5
19-02-23,B014,B014_E001,76,17,0,10,4,6,3,3.8
19-02-23,B014,B014_E002,45,14,0,9,3,6,2,3.4
19-02-23,B014,B014_E003,56,6,0,3,1,6,0,3.3
19-02-23,B014,B014_E004,50,13,0,9,3,2,0,3.3
19-02-23,B014,B014_E005,65,14,0,10,5,2,0,3.1
19-02-23,B014,B014_E006,71,8,0,4,1,3,0,2.8
19-02-23,B014,B014_E007,37,4,0,2,0,2,0,2.8
19-02-23,B014,B014_E008,37,16,0,12,4,5,0,3.2
19-02-23,B014,B014_E009,54,10,0,6,3,6,2,2.8
19-02-23,B014,B014_E010,64,5,0,3,1,6,2,3.3
19-02-23,B015,B015_E001,66,10,0,7,3,9,2,4.1
19-02-23,B015,B015_E002,69,15,0,12,7,7,2,4.2
19-02-23,B015,B015_E003,85,8,0,6,3,3,1,4.5
19-02-23,B015,B015_E004,97,11,0,7,3,7,2,4.8
19-02-23,B015,B015_E005,51,6,0,3,1,5,1,4.6
19-02-23,B015,B015_E006,92,8,0,4,1,9,1,4.2
19-02-23,B015,B015_E007,59,11,0,6,3,6,1,5
19-02-23,B015,B015_E008,44,8,0,4,1,3,0,4.4
19-02-23,B015,B015_E009,55,11,0,8,4,3,0,4.2
19-02-23,B015,B015_E010,48,11,0,8,4,4,0,4.6
19-02-23,B016,B016_E001,74,6,0,4,1,2,0,3.4
19-02-23,B016,B016_E002,76,15,0,11,4,2,0,3.5
19-02-23,B016,B016_E003,64,12,0,7,3,5,2,3.1
19-02-23,B016,B016_E004,83,13,0,10,4,4,0,2.9
19-02-23,B016,B016_E005,73,22,0,17,8,4,0,2.9
19-02-23,B016,B016_E006,44,8,0,4,1,2,0,3.2
19-02-23,B016,B016_E007,54,15,0,9,4,2,0,2.9
19-02-23,B016,B016_E008,64,18,0,10,5,2,0,2.9
19-02-23,B016,B016_E009,63,22,0,13,5,2,0,3.7
19-02-23,B016,B016_E010,48,17,0,13,6,5,1,3.6
19-02-23,B017,B017_E001,100,13,0,7,3,1,0,3.4
19-02-23,B017,B017_E002,109,25,0,21,11,2,0,3.5
19-02-23,B017,B017_E003,112,33,0,21,8,2,0,3.2
19-02-23,B017,B017_E004,105,26,0,19,11,1,0,3.7
19-02-23,B017,B017_E005,115,28,0,24,9,1,0,3.4
19-02-23,B017,B017_E006,61,17,0,11,5,2,0,4.2
19-02-23,B017,B017_E007,63,23,0,17,10,2,0,3.8
19-02-23,B017,B017_E008,80,31,0,23,11,1,0,3.3
19-02-23,B017,B017_E009,82,11,0,8,3,1,0,3.2
19-02-23,B017,B017_E010,106,13,0,8,4,2,0,4
19-02-23,B018,B018_E001,64,14,0,11,4,2,0,4
19-02-23,B018,B018_E002,53,13,0,7,2,4,0,4.3
19-02-23,B018,B018_E003,66,5,0,3,1,4,1,3.9
19-02-23,B018,B018_E004,58,12,0,9,5,2,0,4.1
19-02-23,B018,B018_E005,65,8,0,5,2,4,0,3.9
19-02-23,B018,B018_E006,81,13,0,9,3,5,0,3.9
19-02-23,B018,B018_E007,59,4,0,2,0,2,0,3.9
19-02-23,B018,B018_E008,66,14,0,9,4,5,0,3.5
19-02-23,B018,B018_E009,46,12,0,7,3,5,2,4
19-02-23,B018,B018_E010,59,3,0,1,0,3,0,3.9
19-02-23,B019,B019_E001,72,14,0,8,3,10,3,3.9
19-02-23,B019,B019_E002,56,29,0,24,9,6,3,3.8
19-02-23,B019,B019_E003,55,10,0,7,3,8,3,3.9
19-02-23,B019,B019_E004,47,18,0,11,5,11,0,4.2
19-02-23,B019,B019_E005,62,16,0,11,4,6,3,3.2
19-02-23,B019,B019_E006,101,10,0,6,3,9,1,3.3
19-02-23,B019,B019_E007,50,11,0,7,2,6,0,3.6
19-02-23,B019,B019_E008,76,24,0,18,9,8,0,3.3
19-02-23,B019,B019_E009,104,19,0,12,4,11,3,3.4
19-02-23,B019,B019_E010,74,35,0,21,9,11,5,4.1
19-02-23,B020,B020_E001,62,20,0,14,7,3,0,4.2
19-02-23,B020,B020_E002,49,21,0,14,7,1,0,5
19-02-23,B020,B020_E003,61,16,0,10,4,2,0,4.2
19-02-23,B020,B020_E004,86,26,0,22,12,2,0,4.7
19-02-23,B020,B020_E005,84,9,0,6,2,4,0,4.5
19-02-23,B020,B020_E006,112,28,0,17,8,3,0,4.3
19-02-23,B020,B020_E007,83,12,0,7,3,3,0,4.8
19-02-23,B020,B020_E008,47,20,0,16,10,1,0,4.3
19-02-23,B020,B020_E009,67,13,0,7,2,3,1,4.5
19-02-23,B020,B020_E010,72,27,0,17,10,2,0,4.3
19-02-23,B021,B021_E001,101,15,0,10,4,2,0,3
19-02-23,B021,B021_E002,47,13,0,9,5,6,1,2.9
19-02-23,B021,B021_E003,87,12,0,7,2,4,0,3
19-02-23,B021,B021_E004,46,16,0,9,4,4,0,3.3
19-02-23,B021,B021_E005,42,14,0,11,6,6,3,3.1
19-02-23,B021,B021_E006,54,18,0,13,8,2,0,3.5
19-02-23,B021,B021_E007,54,10,0,7,3,3,1,3
19-02-23,B021,B021_E008,68,9,0,5,2,3,1,2.8
19-02-23,B021,B021_E009,72,19,0,12,6,2,0,2.9
19-02-23,B021,B021_E010,63,11,0,8,3,4,1,3.2
19-02-23,B022,B022_E001,76,16,0,11,4,3,0,4.8
19-02-23,B022,B022_E002,84,9,0,7,3,3,0,4.5
19-02-23,B022,B022_E003,80,10,0,7,2,5,0,4.2
19-02-23,B022,B022_E004,68,15,0,9,5,6,0,4.7
19-02-23,B022,B022_E005,45,29,0,19,7,9,4,4.8
19-02-23,B022,B022_E006,77,23,0,13,6,4,1,4.5
19-02-23,B022,B022_E007,101,23,0,14,7,8,3,4.2
19-02-23,B022,B022_E008,74,9,0,6,3,7,3,4.8
19-02-23,B022,B022_E009,43,26,0,15,9,7,0,5
19-02-23,B022,B022_E010,83,12,0,7,3,7,1,4.8
19-02-23,B023,B023_E001,27,4,0,2,0,3,0,4.3
19-02-23,B023,B023_E002,44,4,0,2,0,5,0,4.8
19-02-23,B023,B023_E003,52,4,0,2,0,4,1,4
19-02-23,B023,B023_E004,24,4,0,2,0,4,0,4.6
19-02-23,B023,B023_E005,32,4,0,2,0,2,0,4.8
19-02-23,B023,B023_E006,51,11,0,8,3,2,0,4.1
19-02-23,B023,B023_E007,56,3,0,1,0,4,1,4.6
19-02-23,B023,B023_E008,58,11,0,7,3,2,0,4.8
19-02-23,B023,B023_E009,47,9,0,6,3,4,1,4.7
19-02-23,B023,B023_E010,48,11,0,6,2,5,2,3.9
19-02-23,B024,B024_E001,36,17,0,11,4,1,0,4.8
19-02-23,B024,B024_E002,83,17,0,14,5,0,0,4.8
19-02-23,B024,B024_E003,78,15,0,12,6,1,0,4.5
19-02-23,B024,B024_E004,85,18,0,13,8,0,0,4
19-02-23,B024,B024_E005,66,6,0,3,1,0,0,4.6
19-02-23,B024,B024_E006,52,12,0,8,3,0,0,4.6
19-02-23,B024,B024_E007,58,13,0,8,4,0,0,4.4
19-02-23,B024,B024_E008,46,16,0,11,6,0,0,4.8
19-02-23,B024,B024_E009,42,12,0,8,3,1,0,4.9
19-02-23,B024,B024_E010,73,13,0,9,3,0,0,4
19-02-23,B025,B025_E001,72,16,0,12,5,3,1,4.5
19-02-23,B025,B025_E002,34,9,0,6,2,2,0,5
19-02-23,B025,B025_E003,34,12,0,9,3,3,0,4.5
19-02-23,B025,B025_E004,68,9,0,7,2,4,1,4.9
19-02-23,B025,B025_E005,53,6,0,3,1,5,0,5
19-02-23,B025,B025_E006,68,9,0,6,3,2,0,5
19-02-23,B025,B025_E007,73,5,0,3,1,4,0,5
19-02-23,B025,B025_E008,74,15,0,12,4,2,0,4.7
19-02-23,B025,B025_E009,53,8,0,6,2,4,0,5
